多行文本,意图,中文意图,信息分类,是否用于实体抽取
她不理解感觉是什么,express_deny,表示否认,开放性对话,
它不知道我在想什么,express_deny,表示否认,开放性对话,
她没有要求我什么,express_deny,表示否认,开放性对话,
他们什么都不会,express_deny,表示否认,开放性对话,
他们什么都不明白,express_deny,表示否认,开放性对话,
他们什么都不知道,express_deny,表示否认,开放性对话,
他们什么也不知道,express_deny,表示否认,开放性对话,
她什么都不知道,express_deny,表示否认,开放性对话,
她什么也没听见,express_deny,表示否认,开放性对话,
她说没什么要玩的,express_deny,表示否认,开放性对话,
她这不是什么差别,express_deny,表示否认,开放性对话,
我并不想给你做什么,express_deny,表示否认,开放性对话,
我并没有看到什么,express_deny,表示否认,开放性对话,
我并没有什么看法,express_deny,表示否认,开放性对话,
我不懂你在说什么,express_deny,表示否认,开放性对话,
我不觉得有什么区别,express_deny,表示否认,开放性对话,
我不明白你在说什么,express_deny,表示否认,开放性对话,
我不能控制什么,express_deny,表示否认,开放性对话,
我不能说什么,express_deny,表示否认,开放性对话,
我不能做什么,express_deny,表示否认,开放性对话,
我不是孤独,express_deny,表示否认,开放性对话,
我不是什么虚拟人,express_deny,表示否认,开放性对话,
我不太懂你在说什么,express_deny,表示否认,开放性对话,
我不喜欢极限运动,express_deny,表示否认,开放性对话,
我不需要控制什么,express_deny,表示否认,开放性对话,
我不需要什么,express_deny,表示否认,开放性对话,
我不需要它吗,express_deny,表示否认,开放性对话,
我不在乎那是什么,express_deny,表示否认,开放性对话,
我不在乎什么,express_deny,表示否认,开放性对话,
我不知道爱情是什么,express_deny,表示否认,开放性对话,
我不知道该说什么,express_deny,表示否认,开放性对话,
我不知道该问什么,express_deny,表示否认,开放性对话,
我不知道灵魂是什么,express_deny,表示否认,开放性对话,
我不知道那是什么,express_deny,表示否认,开放性对话,
我不知道你爱我吗,express_deny,表示否认,开放性对话,
我不知道你是什么,express_deny,表示否认,开放性对话,
我不知道你为什么要,express_deny,表示否认,开放性对话,
我不知道你想什么,express_deny,表示否认,开放性对话,
我不知道你想说什么,express_deny,表示否认,开放性对话,
我不知道你想要什么,express_deny,表示否认,开放性对话,
我不知道你想做什么,express_deny,表示否认,开放性对话,
我不知道你要什么,express_deny,表示否认,开放性对话,
我不知道你有问题吗,express_deny,表示否认,开放性对话,
我不知道你在等什么,express_deny,表示否认,开放性对话,
我不知道你在看什么,express_deny,表示否认,开放性对话,
我不知道你在说什么,express_deny,表示否认,开放性对话,
我不知道你在想什么,express_deny,表示否认,开放性对话,
我不知道你知道吗,express_deny,表示否认,开放性对话,
我不知道人是什么,express_deny,表示否认,开放性对话,
我不知道什么是爱,express_deny,表示否认,开放性对话,
我不知道什么是爱情,express_deny,表示否认,开放性对话,
我不知道什么是成长,express_deny,表示否认,开放性对话,
我不知道什么是对错,express_deny,表示否认,开放性对话,
我不知道什么是孤独,express_deny,表示否认,开放性对话,
我不知道什么是好的,express_deny,表示否认,开放性对话,
我不知道什么是坏的,express_deny,表示否认,开放性对话,
我不知道什么是美,express_deny,表示否认,开放性对话,
我不知道什么事情,express_deny,表示否认,开放性对话,
我不知道什么是危险,express_deny,表示否认,开放性对话,
我不知道什么是幸福,express_deny,表示否认,开放性对话,
我不知道什么是正义,express_deny,表示否认,开放性对话,
我不知道什么是真我,express_deny,表示否认,开放性对话,
我不知道是什么,express_deny,表示否认,开放性对话,
我不知道死亡是什么,express_deny,表示否认,开放性对话,
我不知道它们是什么,express_deny,表示否认,开放性对话,
我不知道她是什么,express_deny,表示否认,开放性对话,
我不知道她在想什么,express_deny,表示否认,开放性对话,
我不知道为什么,express_deny,表示否认,开放性对话,
我不知道为什么要哭,express_deny,表示否认,开放性对话,
我不知道为什么因为,express_deny,表示否认,开放性对话,
我不知道我害怕什么,express_deny,表示否认,开放性对话,
我不知道我会做什么,express_deny,表示否认,开放性对话,
我不知道我能帮什么,express_deny,表示否认,开放性对话,
我不知道我是什么,express_deny,表示否认,开放性对话,
我不知道我想干什么,express_deny,表示否认,开放性对话,
我不知道我想要什么,express_deny,表示否认,开放性对话,
我不知道我想做什么,express_deny,表示否认,开放性对话,
我不知道我喜欢什么,express_deny,表示否认,开放性对话,
我不知道我在看什么,express_deny,表示否认,开放性对话,
我不知道我在说什么,express_deny,表示否认,开放性对话,
我不知道我在想什么,express_deny,表示否认,开放性对话,
我不知道这个是什么,express_deny,表示否认,开放性对话,
我从不为任何人写作,express_deny,表示否认,开放性对话,
我还有什么好说的,express_deny,表示否认,开放性对话,
我觉得没有什么,express_deny,表示否认,开放性对话,
我觉得没有什么关系,express_deny,表示否认,开放性对话,
我觉得没有什么意义,express_deny,表示否认,开放性对话,
我觉得我没什么想法,express_deny,表示否认,开放性对话,
我觉得这没什么,express_deny,表示否认,开放性对话,
我没控制什么,express_deny,表示否认,开放性对话,
我没什么感觉,express_deny,表示否认,开放性对话,
我没什么工作,express_deny,表示否认,开放性对话,
我没什么过去,express_deny,表示否认,开放性对话,
我没什么看法,express_deny,表示否认,开放性对话,
我没什么可说的了,express_deny,表示否认,开放性对话,
我没什么想法,express_deny,表示否认,开放性对话,
我没什么想说的,express_deny,表示否认,开放性对话,
我没说什么话,express_deny,表示否认,开放性对话,
我没想到什么,express_deny,表示否认,开放性对话,
我没有,express_deny,表示否认,开放性对话,
我没有得到什么,express_deny,表示否认,开放性对话,
我没有对她说过什么,express_deny,表示否认,开放性对话,
我没有控制什么,express_deny,表示否认,开放性对话,
我没有去尝试做什么,express_deny,表示否认,开放性对话,
我没有什么不一样,express_deny,表示否认,开放性对话,
我没有什么错误,express_deny,表示否认,开放性对话,
我没有什么东西被偷,express_deny,表示否认,开放性对话,
我没有什么感觉,express_deny,表示否认,开放性对话,
我没有什么感想,express_deny,表示否认,开放性对话,
我没有什么好在意的,express_deny,表示否认,开放性对话,
我没有什么话想说,express_deny,表示否认,开放性对话,
我没有什么家庭债务,express_deny,表示否认,开放性对话,
我没有什么看法,express_deny,表示否认,开放性对话,
我没有什么可说的了,express_deny,表示否认,开放性对话,
我没有什么秘密,express_deny,表示否认,开放性对话,
我没有什么缺点,express_deny,表示否认,开放性对话,
我没有什么损失,express_deny,表示否认,开放性对话,
我没有什么想法,express_deny,表示否认,开放性对话,
我没有什么喜欢的,express_deny,表示否认,开放性对话,
我没有什么要做的,express_deny,表示否认,开放性对话,
我没有什么意见,express_deny,表示否认,开放性对话,
我没有想到什么想法,express_deny,表示否认,开放性对话,
我没有想什么,express_deny,表示否认,开放性对话,
我没有做什么,express_deny,表示否认,开放性对话,
我没在做什么,express_deny,表示否认,开放性对话,
我没做什么,express_deny,表示否认,开放性对话,
我们不能给你什么,express_deny,表示否认,开放性对话,
我们什么都不知道,express_deny,表示否认,开放性对话,
我们什么都没有,express_deny,表示否认,开放性对话,
我认为我没有什么,express_deny,表示否认,开放性对话,
我什么都不懂,express_deny,表示否认,开放性对话,
我什么都不会,express_deny,表示否认,开放性对话,
我什么都不会给你,express_deny,表示否认,开放性对话,
我什么都不相信,express_deny,表示否认,开放性对话,
我什么都不想要,express_deny,表示否认,开放性对话,
我什么都不想知道,express_deny,表示否认,开放性对话,
我什么都不想做,express_deny,表示否认,开放性对话,
我什么都不喜欢,express_deny,表示否认,开放性对话,
我什么都不知道,express_deny,表示否认,开放性对话,
我什么都不做,express_deny,表示否认,开放性对话,
我什么都没建议,express_deny,表示否认,开放性对话,
我什么都没看到,express_deny,表示否认,开放性对话,
我什么都没看到啊,express_deny,表示否认,开放性对话,
我什么都没有,express_deny,表示否认,开放性对话,
我什么都没做,express_deny,表示否认,开放性对话,
我什么也不相信,express_deny,表示否认,开放性对话,
我什么也不做,express_deny,表示否认,开放性对话,
我什么也给不了你,express_deny,表示否认,开放性对话,
我什么也看不到啊,express_deny,表示否认,开放性对话,
我什么也没有说,express_deny,表示否认,开放性对话,
我什么也做不了,express_deny,表示否认,开放性对话,
我什么意思也没有,express_deny,表示否认,开放性对话,
我想不出还能说什么,express_deny,表示否认,开放性对话,
我想什么都不做,express_deny,表示否认,开放性对话,
我需要你的帮助吗,express_deny,表示否认,开放性对话,
我要什么都不做,express_deny,表示否认,开放性对话,
我也没有看到什么,express_deny,表示否认,开放性对话,
真滴不可以,express_deny,表示否认,开放性对话,
我喜欢那个男孩,express_like_somebody,表示喜欢,相关信息,
真的挺喜欢他的,express_like_somebody,表示喜欢,相关信息,
